起点节点code,起点节点名称,终点节点id,终点节点名称,主体产业链关系,开始时间,结束时间,数据来源
1301402,天水众兴菌业科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2109788,安徽雪郎生物科技股份有限公司,AGRI004012,饲用氨基酸,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2109788,安徽雪郎生物科技股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2109788,安徽雪郎生物科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2109788,安徽雪郎生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2957636,安徽荷金来农业发展股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2957636,安徽荷金来农业发展股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
4792267,厦门鹰君生态农业发展股份有限公司,AGRI006002,经济作物种植,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
4792267,厦门鹰君生态农业发展股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
4792267,厦门鹰君生态农业发展股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2347304,田野创新股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2347304,田野创新股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2477174,谷实生物集团股份有限公司,AGRI004006,猪用配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2477174,谷实生物集团股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2477174,谷实生物集团股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2477174,谷实生物集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2477174,谷实生物集团股份有限公司,AGRI004007,禽用配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3038157,乾丰供应链(上海)股份有限公司,AGRI008003,食材供应链服务,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3038157,乾丰供应链(上海)股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
160617359,江苏新天地食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2129429,江苏中旗科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2830331,黑龙江北鳐食品股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2830331,黑龙江北鳐食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2924446,安徽合益食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1146212,青岛蔚蓝生物股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1146212,青岛蔚蓝生物股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1146212,青岛蔚蓝生物股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544539,荣达禽业股份有限公司,AGRI006011,白羽肉鸡养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544539,荣达禽业股份有限公司,AGRI006004,家禽养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544539,荣达禽业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2544539,荣达禽业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2504510,海南天地人生态农业股份有限公司,AGRI006002,经济作物种植,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2504510,海南天地人生态农业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2504510,海南天地人生态农业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1921710,山东美罗福农业科技股份有限公司,AGRI003005,除草剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1921710,山东美罗福农业科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3019939,江苏益客食品集团股份有限公司,AGRI006011,白羽肉鸡养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3019939,江苏益客食品集团股份有限公司,AGRI006004,家禽养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3019939,江苏益客食品集团股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3019939,江苏益客食品集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3019939,江苏益客食品集团股份有限公司,AGRI007004,屠宰与肉类分割,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3019939,江苏益客食品集团股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843466,山东嘉华生物科技股份有限公司,AGRI007002,植物油加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843466,山东嘉华生物科技股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2552636,格润食品集团股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2552636,格润食品集团股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
5159919,山东农大肥业科技股份有限公司,AGRI003004,复合肥与掺混肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
5159919,山东农大肥业科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3324142,江西阳光乳业股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3324142,江西阳光乳业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863085,爱普香料集团股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863085,爱普香料集团股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863085,爱普香料集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3270317,山东吉田香料股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3270317,山东吉田香料股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3270317,山东吉田香料股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3282755,河南永丰面业股份有限公司,AGRI007001,粮食加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
3282755,河南永丰面业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2799990,浙江金海蕴生物股份有限公司,AGRI007008,水产品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2799990,浙江金海蕴生物股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
302245,南顺(香港)有限公司,AGRI007002,植物油加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
302245,南顺(香港)有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2994014,福建闽威实业股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2994014,福建闽威实业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2109790,青岛海容商用冷链股份有限公司,AGRI007009,农产品冷链仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2109790,青岛海容商用冷链股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2957608,青岛城业城供应链股份有限公司,AGRI007009,农产品冷链仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2957608,青岛城业城供应链股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286034,狮头科技发展股份有限公司,AGRI008005,生鲜电商与社区团购,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
286034,狮头科技发展股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
886926,河南科迪乳业股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
886926,河南科迪乳业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2789981,广东天池茶业股份有限公司,AGRI007001,粮食加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2789981,广东天池茶业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863102,普莱柯生物工程股份有限公司,AGRI005001,兽用疫苗,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863102,普莱柯生物工程股份有限公司,AGRI000005,动物保健与兽药,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2132055,河北康远清真食品股份有限公司,AGRI007004,屠宰与肉类分割,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2132055,河北康远清真食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844320,福建省熠烁科技股份有限公司,AGRI007009,农产品冷链仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844320,福建省熠烁科技股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2607283,广东南字科技股份有限公司,AGRI007003,淀粉及深加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2607283,广东南字科技股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10294641,宁波玉健健康科技股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10294641,宁波玉健健康科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10294641,宁波玉健健康科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2978836,陕西石羊农业科技股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2978836,陕西石羊农业科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2978836,陕西石羊农业科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844248,济宁鸿润食品股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844248,济宁鸿润食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1165282,道道全粮油股份有限公司,AGRI007002,植物油加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1165282,道道全粮油股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
452911,浙江新和成股份有限公司,AGRI004013,饲用维生素,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
452911,浙江新和成股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
452911,浙江新和成股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
452911,浙江新和成股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2882390,苏州欧福蛋业股份有限公司,AGRI007002,植物油加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2882390,苏州欧福蛋业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2819939,青岛力力惠生物科技股份有限公司,AGRI003004,复合肥与掺混肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2819939,青岛力力惠生物科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2820031,浙江大飞龙动物保健品股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2820031,浙江大飞龙动物保健品股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2820031,浙江大飞龙动物保健品股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863341,广东燕塘乳业股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863341,广东燕塘乳业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2896876,卓豪农业科技(集团)股份有限公司,AGRI002003,蔬菜瓜果种子种苗,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2896876,卓豪农业科技(集团)股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
362361,人人乐连锁商业集团股份有限公司,AGRI008004,生鲜零售终端渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
362361,人人乐连锁商业集团股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
886315,山东鑫丰种业股份有限公司,AGRI002008,杂交玉米种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
886315,山东鑫丰种业股份有限公司,AGRI002001,大田作物种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
886315,山东鑫丰种业股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844374,河北双星种业股份有限公司,AGRI002008,杂交玉米种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844374,河北双星种业股份有限公司,AGRI002001,大田作物种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844374,河北双星种业股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2924225,吉林仟客莱科技集团股份有限公司,AGRI004006,猪用配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2924225,吉林仟客莱科技集团股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2924225,吉林仟客莱科技集团股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2924225,吉林仟客莱科技集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2837258,广东驱动力生物科技集团股份有限公司,AGRI004015,饲用微生态制剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2837258,广东驱动力生物科技集团股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2837258,广东驱动力生物科技集团股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2837258,广东驱动力生物科技集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843461,浙江久源林业科技股份有限公司,AGRI006006,林业生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843461,浙江久源林业科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843461,浙江久源林业科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1115020,浙江李子园食品股份有限公司,AGRI007011,液态奶,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1115020,浙江李子园食品股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1115020,浙江李子园食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285866,海南京粮控股股份有限公司,AGRI007002,植物油加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
285866,海南京粮控股股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844162,申亚生物科技股份有限公司,AGRI004006,猪用配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844162,申亚生物科技股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844162,申亚生物科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844162,申亚生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844162,申亚生物科技股份有限公司,AGRI004007,禽用配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2830388,绍兴贝斯美化工股份有限公司,AGRI003006,杀虫剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2830388,绍兴贝斯美化工股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844253,上海大力人良科技发展股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844253,上海大力人良科技发展股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2844253,上海大力人良科技发展股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2863285,江苏集华供应链管理股份有限公司,AGRI008006,农产品进出口贸易,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2863285,江苏集华供应链管理股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
861186,福建金森林业股份有限公司,AGRI006006,林业生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
861186,福建金森林业股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
861186,福建金森林业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2839528,骏高控股有限公司,AGRI007009,农产品冷链仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2839528,骏高控股有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843719,安庆新雪莲生物科技股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843719,安庆新雪莲生物科技股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2800101,内蒙古草都草牧业股份有限公司,AGRI004005,饲料原料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2800101,内蒙古草都草牧业股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2800101,内蒙古草都草牧业股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1124207,福建天马科技集团股份有限公司,AGRI004008,水产配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1124207,福建天马科技集团股份有限公司,AGRI004001,配合饲料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1124207,福建天马科技集团股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1124207,福建天马科技集团股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
6880224,信基沙溪集团股份有限公司,AGRI008001,农产品批发市场,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
6880224,信基沙溪集团股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
6392096,广西八桂种苗高科技集团股份有限公司,AGRI002003,蔬菜瓜果种子种苗,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
6392096,广西八桂种苗高科技集团股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
801850,利民控股集团股份有限公司,AGRI003005,除草剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
801850,利民控股集团股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
801850,利民控股集团股份有限公司,AGRI003007,杀菌剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863094,山东龙大美食股份有限公司,AGRI007004,屠宰与肉类分割,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863094,山东龙大美食股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863094,山东龙大美食股份有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2507169,江西新龙生物科技股份有限公司,AGRI003005,除草剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2507169,江西新龙生物科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2176010,安徽华恒生物科技股份有限公司,AGRI004012,饲用氨基酸,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2176010,安徽华恒生物科技股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2176010,安徽华恒生物科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2176010,安徽华恒生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2785694,湖北康农种业股份有限公司,AGRI002001,大田作物种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2785694,湖北康农种业股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2612473,三瑞农业科技股份有限公司,AGRI002001,大田作物种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2612473,三瑞农业科技股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843809,河北沃土种业股份有限公司,AGRI002001,大田作物种子,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2843809,河北沃土种业股份有限公司,AGRI000002,种业与生物技术,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2831664,嘉必优生物技术(武汉)股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2831664,嘉必优生物技术(武汉)股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2831664,嘉必优生物技术(武汉)股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2878897,中粮家佳康食品有限公司,AGRI007005,肉制品与预制菜加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2878897,中粮家佳康食品有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
7864896,世盟供应链管理股份有限公司,AGRI008003,食材供应链服务,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
7864896,世盟供应链管理股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
9401366,尚睿科技股份有限公司,AGRI008004,生鲜零售终端渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
9401366,尚睿科技股份有限公司,AGRI000008,农产品流通与消费渠道,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
298851,贝因美股份有限公司,AGRI007012,乳粉,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
298851,贝因美股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
298851,贝因美股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2339909,合肥银山棉麻股份有限公司,AGRI007001,粮食加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2339909,合肥银山棉麻股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2868530,江苏香如生物科技股份有限公司,AGRI006002,经济作物种植,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2868530,江苏香如生物科技股份有限公司,AGRI000006,农林牧渔生产,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2868530,江苏香如生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863107,湖北富邦科技股份有限公司,AGRI003004,复合肥与掺混肥,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
863107,湖北富邦科技股份有限公司,AGRI000003,农化与肥料,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1869906,东晓生物科技股份有限公司,AGRI004012,饲用氨基酸,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1869906,东晓生物科技股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1869906,东晓生物科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1869906,东晓生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1868522,佳禾食品工业股份有限公司,AGRI007006,乳制品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
1868522,佳禾食品工业股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10351196,山东艾德森生物科技股份有限公司,AGRI004012,饲用氨基酸,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10351196,山东艾德森生物科技股份有限公司,AGRI004003,饲料添加剂,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10351196,山东艾德森生物科技股份有限公司,AGRI000004,饲料工业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
10351196,山东艾德森生物科技股份有限公司,AGRI000001,农林牧渔行业,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2878266,湖北一致魔芋生物科技股份有限公司,AGRI007003,淀粉及深加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2878266,湖北一致魔芋生物科技股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2694246,盖世食品股份有限公司,AGRI007008,水产品加工,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
2694246,盖世食品股份有限公司,AGRI000007,农产品加工与仓储,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
472668,鹏都农牧股份有限公司,AGRI006019,肉牛养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
472668,鹏都农牧股份有限公司,AGRI006003,家畜养殖,BELONGS_TO_IND_NODE,2026-08-03,,联网搜索
