节点code,节点类型,节点名称,证券代码,生效时间,失效时间,业务描述
6917105,公司,广东嘉骏森林股份有限公司,,2026-08-05,,
7389378,公司,浙江世佳科技股份有限公司,,2026-08-05,,
7461400,公司,淮安柴米河农业科技股份有限公司,,2026-08-05,,
769199,公司,永辉超市股份有限公司,,2026-08-05,,
769400,公司,百洋产业投资集团股份有限公司,,2026-08-05,,
770549,公司,青岛东方铁塔股份有限公司,,2026-08-05,,
772164,公司,成都云图控股股份有限公司,,2026-08-05,,
776422,公司,广东省普路通供应链管理股份有限公司,,2026-08-05,,
776633,公司,深圳市金新农科技股份有限公司,,2026-08-05,,
780888,公司,北京君德同创生物技术股份有限公司,,2026-08-05,,
781652,公司,朗源股份有限公司,,2026-08-05,,
782137,公司,兄弟科技股份有限公司,,2026-08-05,,
7864896,公司,世盟供应链管理股份有限公司,,2026-08-05,,
7891523,公司,红星冷链(湖南)股份有限公司,,2026-08-05,,
7891813,公司,普洱澜沧古茶股份有限公司,,2026-08-05,,
7893671,公司,商丘市鼎丰木业股份有限公司,,2026-08-05,,
7910137,公司,陕西美邦药业集团股份有限公司,,2026-08-05,,
7932784,公司,农心作物科技股份有限公司,,2026-08-05,,
7941796,公司,播恩集团股份有限公司,,2026-08-05,,
7944340,公司,嘉泓物流国际控股有限公司,,2026-08-05,,
797123,公司,史丹利农业集团股份有限公司,,2026-08-05,,
7971830,公司,商丘美兰生物股份有限公司,,2026-08-05,,
7980063,公司,江西金田麦食品股份有限公司,,2026-08-05,,
801850,公司,利民控股集团股份有限公司,,2026-08-05,,
803441,公司,安徽金禾实业股份有限公司,,2026-08-05,,
8038976,公司,樱桃谷育种科技股份有限公司,,2026-08-05,,
8073889,公司,乡村绿洲(山东)农业科技股份有限公司,,2026-08-05,,
8078032,公司,广东越群海洋生物科技股份有限公司,,2026-08-05,,
8091173,公司,安徽上元家居材料股份有限公司,,2026-08-05,,
8116317,公司,山东邦基科技股份有限公司,,2026-08-05,,
814382,公司,高鑫零售有限公司,,2026-08-05,,
816342,公司,雅本化学股份有限公司,,2026-08-05,,
817742,公司,佳沃食品股份有限公司,,2026-08-05,,
8192809,公司,双财庄有限公司,,2026-08-05,,
8192811,公司,富景中国控股有限公司,,2026-08-05,,
8192848,公司,京东物流股份有限公司,,2026-08-05,,
823495,公司,新疆晟源生物科技股份有限公司,,2026-08-05,,
8253554,公司,十月稻田集团股份有限公司,,2026-08-05,,
8300607,公司,包头北辰饲料科技股份有限公司,,2026-08-05,,
832402,公司,天福(开曼)控股有限公司,,2026-08-05,,
840572,公司,安徽广信农化股份有限公司,,2026-08-05,,
841029,公司,华鹏飞股份有限公司,,2026-08-05,,
841975,公司,云南龙生茶业股份有限公司,,2026-08-05,,
841977,公司,四川和邦生物科技股份有限公司,,2026-08-05,,
844792,公司,金河生物科技股份有限公司,,2026-08-05,,
852477,公司,新疆天山畜牧生物工程股份有限公司,,2026-08-05,,
857612,公司,山东宝来利来生物工程股份有限公司,,2026-08-05,,
861186,公司,福建金森林业股份有限公司,,2026-08-05,,
862719,公司,杭州千岛湖鲟龙科技股份有限公司,,2026-08-05,,
862783,公司,金鹤农业股份有限公司,,2026-08-05,,
862940,公司,山东仙坛集团股份有限公司,,2026-08-05,,
863085,公司,爱普香料集团股份有限公司,,2026-08-05,,
863102,公司,普莱柯生物工程股份有限公司,,2026-08-05,,
863107,公司,湖北富邦科技股份有限公司,,2026-08-05,,
863275,公司,牧原食品集团股份有限公司,,2026-08-05,,
865302,公司,宏辉果蔬股份有限公司,,2026-08-05,,
868641,公司,湖北龙翔药业科技股份有限公司,,2026-08-05,,
869089,公司,浙农集团股份有限公司,,2026-08-05,,
880071,公司,湖北九森林业股份有限公司,,2026-08-05,,
886086,公司,山东三元生物科技股份有限公司,,2026-08-05,,
886315,公司,山东鑫丰种业股份有限公司,,2026-08-05,,
887438,公司,上海雪榕生物科技股份有限公司,,2026-08-05,,
890141,公司,广东天禾农资股份有限公司,,2026-08-05,,
9384463,公司,江苏苏润种业集团股份有限公司,,2026-08-05,,
94304314,公司,百川生物科技股份有限公司,,2026-08-05,,
9811445,公司,米高集团控股有限公司,,2026-08-05,,
9946415,公司,河北华鑫洺源石油储运股份有限公司,,2026-08-05,,
