起点节点code,起点节点名称,终点节点id,终点节点名称,主体产业链关系,开始时间,结束时间,数据来源
3293738,山东凤祥股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3360412,苏州市和科达超声设备有限公司,FB000710,原料前处理设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1117337,靖海集团有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3355950,厦门娜其尔生物科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
304471,中国绿色食品(控股)有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3308033,福建南平太阳高新材料有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3356652,洋浦华良物流有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3355936,广东汇伟塑胶股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3355938,滨州隆鑫天润食品股份有限公司,FB000480,预制菜与餐食加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3317505,广州中设机器人智能装备股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6606383,福建省木兰投资集团有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1257137,河南中鹤纯净粉业有限公司,FB000111,制粉用小麦,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5223269,常州华数锦明智能装备技术研究院有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1164555,蓝顿旭美食品有限公司,FB000480,预制菜与餐食加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3317349,广州达茵新型材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4992654,五谷磨房食品国际控股有限公司,FB000421,坚果炒货,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3356268,江苏普莱克红梅色母料股份有限公司,FB000360,标签与包装耗材,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3317340,吉林唐豆豆食品股份有限公司,FB000421,坚果炒货,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
267052,长寿花食品股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3356274,张家港福吉佳食品股份有限公司,FB000421,坚果炒货,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1159153,新疆冠农集团有限责任公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8069794,辽宁鼎际得石化股份有限公司,FB000351,无菌纸基复合包,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1362722,北京中科同志科技股份有限公司,FB000721,杀菌设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3317720,安徽信盟装备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5387853,江西国光商业连锁股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1329612,合肥华联瑞安购物广场商业运营有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1129425,浙江江山恒亮蜂产品股份有限公司,FB000100,农产品原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7244548,遵义辣椒产业集团有限公司,FB000410,调味品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
473856,江苏德威新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3329070,南京肯特复合材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3317339,宁波吉象塑胶科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6122589,湖北捷瑞玻璃股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4177382,内蒙古大牧场牧业(集团)有限责任公司,FB000161,生鲜乳,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
278335,国美零售控股有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1730797,四川早白尖茶业有限公司,FB000181,茶叶萃取原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5307879,四川茂华食品有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4968500,天津市长河药品包装有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6214947,南京轩凯生物科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1303008,厦门乐麦网络技术股份有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1996780,苏州昆拓热控系统股份有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2539146,四川唯鸿生物科技股份公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
879035,西安兴正元购物中心有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7939227,宁夏红中宁枸杞制品有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5202335,广州智特奇生物科技股份有限公司,FB000260,酶制剂与发酵配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7875453,山东长信化学科技股份有限公司,FB000210,甜味剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7891813,普洱澜沧古茶股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4536301,嘉兴璟宇光电技术有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6462810,宁夏金宇浩源农牧业发展有限公司,FB000161,生鲜乳,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7744116,大连优联智能装备股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538942,新疆东方红番茄股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538920,天津狗不理食品股份有限公司,FB000440,烘焙食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6514205,泸州智通自动化设备有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7944054,江苏恒兴新材料科技股份有限公司,FB000220,香精香料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538850,杭州沃镭智能科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7965241,惠州市华达通气体制造股份有限公司,FB000230,防腐保鲜剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5201976,甘肃农垦天牧乳业有限公司,FB000460,乳制品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7953801,安徽名达塑业有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4703932,国投生物能源(海伦)有限公司,FB000130,糖料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3427480,大连御龙生态渔业股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7877705,青海大漠红枸杞有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
885144,吉林金翼蛋品有限公司,FB000140,畜禽产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7924633,厦门唯科模塑科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4222116,青岛三木水产股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4222115,湖南洪盛源油茶科技股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2206747,张家界金鲵生物工程股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2087745,河南省豫玉种业股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1165141,白象食品股份有限公司,FB000470,方便食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1736380,重庆旺峰肉业股份有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2357428,中山松德印刷机械有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1364864,烟台鸿庆预涂新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2051439,天方茶业股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2315469,绵阳众工机械有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2241754,珠海长先新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3320591,天津福臻工业装备有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7901557,常州百佳年代薄膜科技股份有限公司,FB000350,复合软包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7816796,杭州欣逸商业有限公司,FB000920,传统流通渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8003280,星辉环保材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2174189,江苏诚盟装备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6104788,特灵空调系统(中国)有限公司,FB000810,产地预冷与冷藏,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1731228,绍兴御茶村茶业有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1345134,昂华(上海)自动化工程股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2283154,常州贝斯塔德机械股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7991990,青岛中宝塑业有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1165087,大连林家铺子食品股份有限公司,FB000540,果汁与果蔬饮料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1164905,金菜地食品股份有限公司,FB000410,调味品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1164902,黄山王光熙松萝茶业股份公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1164883,河南信阳毛尖集团有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1782868,湖北亿钧耀能新材股份公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2136405,江苏联测机电科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8007925,湖州佳乐福商城有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1731209,深圳市东方宇之光科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4180481,上海锐舒电子商务有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1750154,宁波横河精密工业股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1215735,南京德乐科技集团有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2051442,惠州天阳精密部品股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1854966,山东远洋塑胶工业有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8009663,东莞市凯格精机股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1680789,安徽省南翔贸易(集团)有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2164214,丹东禾丰成三牧业有限公司,FB000140,畜禽产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2087183,上海顶誉食品有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7928249,江苏嘉好热熔胶有限责任公司,FB000360,标签与包装耗材,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1149066,家家悦集团股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4178373,欣融国际控股有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2052482,银都餐饮设备股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7980063,江西金田麦食品股份有限公司,FB000440,烘焙食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8002591,妙飞江苏食品科技有限公司,FB000460,乳制品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7885708,宁波色母粒股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
489135,江苏华地国际控股集团有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4511806,苏州鸿基洁净科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2169710,山东婴儿乐股份有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6908328,温州华正包装股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6793412,辽宁东盛塑业有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1999255,广州星业科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1840307,保定硕丰农产股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6523877,扬州阔图制冷设备有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6224938,上海中镭新材料科技有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
779533,北京御食园食品股份有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7872168,平凉静宁苹果产业发展股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1357637,深圳市东方亮彩精密技术有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2770269,苏州盈茂光电材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2455041,甘肃爽口源生态科技股份有限公司,FB000481,净菜产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4179805,深圳市酷凌时代科技有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2249040,宁夏伊品生物科技股份有限公司,FB000210,甜味剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2091464,江苏瑞雪海洋科技股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3420350,广东真美食品股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2281399,兰州亚成生物科技股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1293062,焦作力合节能装备股份有限公司,FB000721,杀菌设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
520546,内蒙古奈伦农业科技股份有限公司,FB000161,生鲜乳,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6930563,龙江元盛和牛产业股份有限公司,FB000140,畜禽产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6930563,龙江元盛和牛产业股份有限公司,FB000451,生鲜肉分割产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6232478,马弗橡塑(镇江)有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2314590,玉溪明珠花卉股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1677459,驰骋控股集团股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2057888,元利化学集团股份有限公司,FB000230,防腐保鲜剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
382143,中国奇点国峰控股有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2508001,湖北万星面业股份有限公司,FB000470,方便食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2770268,朗华全能自控设备(上海)股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786586,杭州郝姆斯食品有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6246864,宁波惠之星新材料科技股份有限公司,FB000350,复合软包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1806579,湖南贵太太茶油科技股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786389,广东同方瑞风节能科技股份有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786356,郑州朗润智能装备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2547553,杭州砂之船商业管理股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1086338,广东国美水产食品有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1070417,惠州东进农牧股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786320,深圳商巨智能设备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6198410,上海凯赛生物技术股份有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7847350,安徽鼎梁科技能源股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538895,灵汇技术股份有限公司,FB000850,冷链信息化追溯,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538912,大卫之选信息技术(北京)股份有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
890087,力诚国际贸易股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6426628,九三食品股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2610345,澳至尊国际控股有限公司,FB000490,保健食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2556417,江苏国信复合材料科技股份有限公司,FB000350,复合软包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1318578,豫新汽车热管理科技有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
321447,中国中纺集团有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2781979,广东欣涛新材料科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
9486977,无锡市朗迪测控技术有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6047594,山东奔月生物科技股份有限公司,FB000260,酶制剂与发酵配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2398130,洛阳市河之阳高分子材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1740757,深圳好食食品有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1740829,深圳市麦凯莱科技有限公司,FB000912,便利店与折扣店,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538950,南京晶淼节能材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
862719,杭州千岛湖鲟龙科技股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
862719,杭州千岛湖鲟龙科技股份有限公司,FB000480,预制菜与餐食加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6471213,平舆康博汇鑫油脂有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1082862,广东京华新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1881202,江苏先锋智能科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1739768,深圳市德威精密模具有限公司,FB000360,标签与包装耗材,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1964966,甘肃凯凯农业科技发展股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5546440,瑞安市永华包装材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7905978,华润化学材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1750983,广东美联新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7860523,文明蒙恬(广州)集团股份有限公司,FB000912,便利店与折扣店,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2503858,山东欧迈机械股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1071537,浙江青莲食品股份有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1124358,北京联创种业有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1250433,吉林万家福食品股份有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
891008,襄阳博亚精工装备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1799863,辽宁三源健康科技股份有限公司,FB000250,营养强化剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5230662,宁夏华宝枸杞产业有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6545222,安徽棋盘塔生态农业股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6340736,想念食品股份有限公司,FB000470,方便食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5302630,浙江天赐泵业股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
865250,山东天力能源股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7922409,浙江佑威新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5301948,宁波汉鸣科技有限公司,FB000800,冷链物流与仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6251430,宁波索宝蛋白科技股份有限公司,FB000560,植物蛋白饮料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
876023,酒仙控股集团股份有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1886952,安徽富硒香生物食品股份有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2517605,中山博锐斯新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1317406,连云港市天缘食品有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6032372,内蒙古敕勒川糖业有限责任公司,FB000131,白砂糖与糖浆原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6063491,广东东方一哥新材料股份有限公司,FB000350,复合软包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1066910,好事达(福建)股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7401508,温州鑫泰新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
851532,华致酒行连锁管理股份有限公司,FB000600,酒类制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
851532,华致酒行连锁管理股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7800252,天宝动物营养科技股份有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3427477,山东名流泵业科技股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
890127,广东威林工程塑料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
860880,山东道恩高分子材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7887082,浙江绿晶生物科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2503862,河南去吧看看网络科技股份有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1084805,上海纳尔实业股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1084805,上海纳尔实业股份有限公司,FB000360,标签与包装耗材,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5202412,苏州瀚川智能科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1099858,浙江信戈制冷设备科技有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
891131,优雅电子商务(北京)股份有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1951594,山东省博发油脂有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7856431,苏州派菲特自动化科技有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2785682,安徽紫金新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2785676,广东延春高新材料科技股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1727596,河北中北商贸股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538934,普瑞特机械制造股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1870002,南京佳力图机房环境技术股份有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1867867,深圳市宏商材料科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
57782258,广东华汇智能装备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1357651,江苏威泽智能科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1123796,通化百泉参业集团有限公司,FB000490,保健食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2731650,福建省格兰尼生物工程股份有限公司,FB000260,酶制剂与发酵配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
