节点code,节点类型,节点名称,证券代码,生效时间,失效时间,业务描述
331106,公司,佛山市海天调味食品股份有限公司,,2026-07-31,,
331358,公司,南通醋酸化工股份有限公司,,2026-07-31,,
3320132,公司,运兴泰集团控股有限公司,,2026-07-31,,
3324142,公司,江西阳光乳业股份有限公司,,2026-07-31,,
3324146,公司,青木科技股份有限公司,,2026-07-31,,
3325718,公司,山东新巨丰科技包装股份有限公司,,2026-07-31,,
3325745,公司,新希望乳业股份有限公司,,2026-07-31,,
3336300,公司,椰丰集团有限公司,,2026-07-31,,
334209,公司,森美(集团)控股有限公司,,2026-07-31,,
334218,公司,中国全聚德(集团)股份有限公司,,2026-07-31,,
3343236,公司,炙龙控股有限公司,,2026-07-31,,
334455,公司,中国波顿集团有限公司,,2026-07-31,,
3347614,公司,1957 & Co.(Hospitality) Limited,,2026-07-31,,
334776,公司,香港食品投资控股有限公司,,2026-07-31,,
3350572,公司,安捷包装(苏州)股份有限公司,,2026-07-31,,
3351741,公司,乐氏国际控股集团有限公司,,2026-07-31,,
3355938,公司,滨州隆鑫天润食品股份有限公司,,2026-07-31,,
3356184,公司,山东东阿百年堂阿胶生物制品股份有限公司,,2026-07-31,,
3356230,公司,汇源印刷包装科技(天津)股份有限公司,,2026-07-31,,
3356274,公司,张家港福吉佳食品股份有限公司,,2026-07-31,,
3356550,公司,福建清铧茶业股份有限公司,,2026-07-31,,
3356657,公司,江苏味巴哥食品股份有限公司,,2026-07-31,,
3362998,公司,日清食品有限公司,,2026-07-31,,
3364524,公司,中国飞鹤有限公司,,2026-07-31,,
337417,公司,大成生化科技集团有限公司,,2026-07-31,,
3374928,公司,苏州蓝鼎餐饮管理股份有限公司,,2026-07-31,,
338606,公司,华润啤酒(控股)有限公司,,2026-07-31,,
338608,公司,有赞科技有限公司,,2026-07-31,,
338850,公司,中国雨润食品集团有限公司,,2026-07-31,,
338902,公司,阜丰集团有限公司,,2026-07-31,,
3390073,公司,杭州博可生物科技股份有限公司,,2026-07-31,,
339096,公司,维他奶国际集团有限公司,,2026-07-31,,
3391585,公司,青岛日辰食品股份有限公司,,2026-07-31,,
3392557,公司,尝·高美集团有限公司,,2026-07-31,,
340024,公司,新世界百货中国有限公司,,2026-07-31,,
340489,公司,佳景集团有限公司,,2026-07-31,,
341184,公司,中国食品有限公司,,2026-07-31,,
3424354,公司,江门丽宫侨宝陈皮健康产业发展股份有限公司,,2026-07-31,,
3426363,公司,山西东方亮生命科技股份有限公司,,2026-07-31,,
3426531,公司,荣成协汇食品股份有限公司,,2026-07-31,,
342778,公司,甘肃莫高实业发展股份有限公司,,2026-07-31,,
3428535,公司,倩碧控股有限公司,,2026-07-31,,
3428536,公司,亚洲实业集团(控股)有限公司,,2026-07-31,,
344441,公司,先施有限公司,,2026-07-31,,
345042,公司,山东东方海洋科技股份有限公司,,2026-07-31,,
347163,公司,中彩网通控股有限公司,,2026-07-31,,
347752,公司,浙江惠同新材料股份有限公司,,2026-07-31,,
348222,公司,深圳劲嘉集团股份有限公司,,2026-07-31,,
348780,公司,统一企业中国控股有限公司,,2026-07-31,,
348924,公司,世纪金花商业控股有限公司,,2026-07-31,,
349567,公司,桂林莱茵生物科技股份有限公司,,2026-07-31,,
349773,公司,香港生力啤酒厂有限公司,,2026-07-31,,
350554,公司,荣晖控股有限公司,,2026-07-31,,
351208,公司,大连微冷食品股份有限公司,,2026-07-31,,
351274,公司,中国蒙牛乳业有限公司,,2026-07-31,,
351429,公司,百盛商业集团有限公司,,2026-07-31,,
351853,公司,环科国际集团有限公司,,2026-07-31,,
354244,公司,皇氏集团股份有限公司,,2026-07-31,,
355209,公司,力图控股有限公司,,2026-07-31,,
356803,公司,中细软科技控股有限公司,,2026-07-31,,
356817,公司,新疆西部牧业股份有限公司,,2026-07-31,,
356832,公司,烟台双塔食品股份有限公司,,2026-07-31,,
357430,公司,盛融控股有限公司,,2026-07-31,,
360016,公司,湖南友谊阿波罗商业股份有限公司,,2026-07-31,,
360623,公司,美盈森集团股份有限公司,,2026-07-31,,
362361,公司,人人乐连锁商业集团股份有限公司,,2026-07-31,,
362850,公司,中国通天酒业集团有限公司,,2026-07-31,,
363332,公司,上海徐家汇商城股份有限公司,,2026-07-31,,
363449,公司,益海嘉里金龙鱼食品集团股份有限公司,,2026-07-31,,
364310,公司,天虹数科商业股份有限公司,,2026-07-31,,
365232,公司,供销大集集团股份有限公司,,2026-07-31,,
369385,公司,山东得利斯食品股份有限公司,,2026-07-31,,
370501,公司,山东中锐产业发展股份有限公司,,2026-07-31,,
377700,公司,江苏洋河酒厂股份有限公司,,2026-07-31,,
377749,公司,湖北宏裕新型包材股份有限公司,,2026-07-31,,
381276,公司,阿尔法企业控股有限公司,,2026-07-31,,
382093,公司,山东龙力生物科技股份有限公司,,2026-07-31,,
382143,公司,中国奇点国峰控股有限公司,,2026-07-31,,
382185,公司,珠海恒基达鑫国际化工仓储股份有限公司,,2026-07-31,,
382503,公司,广州珠江啤酒股份有限公司,,2026-07-31,,
3958722,公司,聚利宝控股有限公司,,2026-07-31,,
3962688,公司,桂林西麦食品股份有限公司,,2026-07-31,,
3968084,公司,昆山佳合纸制品科技股份有限公司,,2026-07-31,,
3973528,公司,ISP Global Limited,,2026-07-31,,
4106769,公司,杭州新丰小吃股份有限公司,,2026-07-31,,
4107788,公司,Top Standard Corporation,,2026-07-31,,
4107793,公司,叙福楼集团有限公司,,2026-07-31,,
4114608,公司,恒月控股有限公司,,2026-07-31,,
4122779,公司,怡园酒业控股有限公司,,2026-07-31,,
4123249,公司,深圳市理德铭科技股份有限公司,,2026-07-31,,
4126858,公司,浙江大家食品股份有限公司,,2026-07-31,,
4142759,公司,英记茶庄集团有限公司,,2026-07-31,,
4149960,公司,品渥食品股份有限公司,,2026-07-31,,
4153613,公司,广东海力储存设备股份有限公司,,2026-07-31,,
4161140,公司,上海美农生物科技股份有限公司,,2026-07-31,,
4167016,公司,昆山亚香香料股份有限公司,,2026-07-31,,
4178373,公司,欣融国际控股有限公司,,2026-07-31,,
4180446,公司,万励达国际有限公司,,2026-07-31,,
4183130,公司,宾仕国际控股有限公司,,2026-07-31,,
4217909,公司,南侨食品集团(上海)股份有限公司,,2026-07-31,,
4226869,公司,新琪安集团股份有限公司,,2026-07-31,,
4227017,公司,江苏宏信超市连锁股份有限公司,,2026-07-31,,
4313623,公司,北京科拓恒通生物技术股份有限公司,,2026-07-31,,
43989519,公司,武汉博源新材料科技集团股份有限公司,,2026-07-31,,
4511724,公司,唇动食品股份有限公司,,2026-07-31,,
452911,公司,浙江新和成股份有限公司,,2026-07-31,,
455626,公司,广东佳隆食品股份有限公司,,2026-07-31,,
458670,公司,新疆天润乳业股份有限公司,,2026-07-31,,
4688192,公司,国际济丰包装集团,,2026-07-31,,
472185,公司,碧生源控股有限公司,,2026-07-31,,
473859,公司,重庆市涪陵榨菜集团股份有限公司,,2026-07-31,,
473886,公司,龙辉国际控股有限公司,,2026-07-31,,
474215,公司,金字火腿股份有限公司,,2026-07-31,,
4790114,公司,易站绿色科技集团有限公司,,2026-07-31,,
4792268,公司,舟山泰和食品股份有限公司,,2026-07-31,,
4934987,公司,齐屹科技(开曼)有限公司,,2026-07-31,,
4935467,公司,厦门燕之屋燕窝产业股份有限公司,,2026-07-31,,
4938880,公司,东营正宜包装股份有限公司,,2026-07-31,,
4944844,公司,厦门快乐番薯股份有限公司,,2026-07-31,,
4944969,公司,金磨坊食品股份有限公司,,2026-07-31,,
4950191,公司,新畅月医疗控股(甘肃)股份有限公司,,2026-07-31,,
4950803,公司,浙江码尚科技股份有限公司,,2026-07-31,,
4960886,公司,海底捞国际控股有限公司,,2026-07-31,,
4992654,公司,五谷磨房食品国际控股有限公司,,2026-07-31,,
499978,公司,南京音飞储存设备(集团)股份有限公司,,2026-07-31,,
5025811,公司,安徽颍美科技股份有限公司,,2026-07-31,,
5029112,公司,优品360控股有限公司,,2026-07-31,,
5045368,公司,欢乐家食品集团股份有限公司,,2026-07-31,,
5050559,公司,秀商时代控股有限公司,,2026-07-31,,
5058710,公司,Legion Consortium Limited,,2026-07-31,,
5072393,公司,谊和股份有限公司,,2026-07-31,,
5111959,公司,亚洲速运物流控股有限公司,,2026-07-31,,
5124810,公司,TS Wonders Holding Limited,,2026-07-31,,
5133149,公司,江西齐云山食品股份有限公司,,2026-07-31,,
513908,公司,捷荣国际控股有限公司,,2026-07-31,,
5163114,公司,裕程物流集团有限公司,,2026-07-31,,
5197238,公司,苏州优乐赛共享服务股份有限公司,,2026-07-31,,
5228070,公司,赏之味控股有限公司,,2026-07-31,,
5242052,公司,K2 F&B Holdings Limited,,2026-07-31,,
5259432,公司,快餐帝国控股有限公司,,2026-07-31,,
538315,公司,好想你健康食品股份有限公司,,2026-07-31,,
5386571,公司,中饮巴比食品股份有限公司,,2026-07-31,,
5386577,公司,金富科技股份有限公司,,2026-07-31,,
5387853,公司,江西国光商业连锁股份有限公司,,2026-07-31,,
5387854,公司,甘源食品股份有限公司,,2026-07-31,,
547544,公司,上海百润投资控股集团股份有限公司,,2026-07-31,,
552942,公司,文峰大世界连锁发展股份有限公司,,2026-07-31,,
562759,公司,新疆友好(集团)股份有限公司,,2026-07-31,,
574032,公司,三江购物俱乐部股份有限公司,,2026-07-31,,
5797328,公司,威海紫光优健科技股份有限公司,,2026-07-31,,
586226,公司,株洲百货股份有限公司,,2026-07-31,,
600610,公司,浙江五芳斋实业股份有限公司,,2026-07-31,,
602864,公司,中炬高新技术实业(集团)股份有限公司,,2026-07-31,,
604849,公司,新疆冠农股份有限公司,,2026-07-31,,
605781,公司,四洲集团有限公司,,2026-07-31,,
607335,公司,北京翠微大厦股份有限公司,,2026-07-31,,
609495,公司,曌生命控股有限公司,,2026-07-31,,
6108137,公司,太兴集团控股有限公司,,2026-07-31,,
610852,公司,鸿兴印刷集团有限公司,,2026-07-31,,
610854,公司,岁宝百货控股(中国)有限公司,,2026-07-31,,
611224,公司,成都红旗连锁股份有限公司,,2026-07-31,,
611274,公司,国农金融投资有限公司,,2026-07-31,,
611353,公司,锦胜集团(控股)有限公司,,2026-07-31,,
6168908,公司,立高食品股份有限公司,,2026-07-31,,
624513,公司,中兴-沈阳商业大厦(集团)股份有限公司,,2026-07-31,,
6251430,公司,宁波索宝蛋白科技股份有限公司,,2026-07-31,,
6464967,公司,粤海永顺泰集团股份有限公司,,2026-07-31,,
665176,公司,神冠控股(集团)有限公司,,2026-07-31,,
6673729,公司,深圳千岸科技股份有限公司,,2026-07-31,,
67391070,公司,山东丰香园食品股份有限公司,,2026-07-31,,
6878608,公司,新疆泰昆蛋白科技股份有限公司,,2026-07-31,,
6880224,公司,信基沙溪集团股份有限公司,,2026-07-31,,
6919793,公司,久久王食品国际有限公司,,2026-07-31,,
6920735,公司,百威亚太控股有限公司,,2026-07-31,,
6923738,公司,幺麻子食品股份有限公司,,2026-07-31,,
74305912,公司,古茗控股有限公司,,2026-07-31,,
7569081,公司,锅圈食品(上海)股份有限公司,,2026-07-31,,
7642676,公司,苏州市味知香食品股份有限公司,,2026-07-31,,
766632,公司,天地壹号饮料股份有限公司,,2026-07-31,,
767572,公司,洽洽食品股份有限公司,,2026-07-31,,
769199,公司,永辉超市股份有限公司,,2026-07-31,,
770209,公司,健合(H&H)国际控股有限公司,,2026-07-31,,
770526,公司,中国现代牧业控股有限公司,,2026-07-31,,
7736429,公司,九毛九国际控股有限公司,,2026-07-31,,
774216,公司,海欣食品股份有限公司,,2026-07-31,,
7744119,公司,苏州炫之彩新材料股份有限公司,,2026-07-31,,
77647828,公司,小菜园国际控股有限公司,,2026-07-31,,
776548,公司,纷美包装有限公司,,2026-07-31,,
779533,公司,北京御食园食品股份有限公司,,2026-07-31,,
780911,公司,上海顺灏新材料科技股份有限公司,,2026-07-31,,
781652,公司,朗源股份有限公司,,2026-07-31,,
782137,公司,兄弟科技股份有限公司,,2026-07-31,,
7860093,公司,环球友饮智能控股有限公司,,2026-07-31,,
7860523,公司,文明蒙恬(广州)集团股份有限公司,,2026-07-31,,
7872168,公司,平凉静宁苹果产业发展股份有限公司,,2026-07-31,,
7891523,公司,红星冷链(湖南)股份有限公司,,2026-07-31,,
7891813,公司,普洱澜沧古茶股份有限公司,,2026-07-31,,
790451,公司,正业国际控股有限公司,,2026-07-31,,
790689,公司,海南航旅饮品股份有限公司,,2026-07-31,,
7908370,公司,广西百菲乳业股份有限公司,,2026-07-31,,
7912015,公司,星盛商业管理股份有限公司,,2026-07-31,,
7921545,公司,黄淮农产品股份有限公司,,2026-07-31,,
7924388,公司,福禄控股有限公司,,2026-07-31,,
795110,公司,唐宫(中国)控股有限公司,,2026-07-31,,
797122,公司,河北养元智汇饮品股份有限公司,,2026-07-31,,
7980063,公司,江西金田麦食品股份有限公司,,2026-07-31,,
7981032,公司,春雪食品集团股份有限公司,,2026-07-31,,
8002319,公司,优趣汇控股有限公司,,2026-07-31,,
8030048,公司,牧同科技股份有限公司,,2026-07-31,,
803441,公司,安徽金禾实业股份有限公司,,2026-07-31,,
805784,公司,百福控股有限公司,,2026-07-31,,
8071144,公司,名创优品集团控股有限公司,,2026-07-31,,
8077030,公司,天津艺虹智能包装科技股份有限公司,,2026-07-31,,
8078699,公司,蜜雪冰城股份有限公司,,2026-07-31,,
810769,公司,5100藏冰川有限公司,,2026-07-31,,
8108376,公司,沪上阿姨(上海)实业股份有限公司,,2026-07-31,,
8111774,公司,浙江丰岛食品股份有限公司,,2026-07-31,,
8112649,公司,中国优然牧业集团有限公司,,2026-07-31,,
814028,公司,百利达集团控股有限公司,,2026-07-31,,
814382,公司,高鑫零售有限公司,,2026-07-31,,
8149564,公司,杭州优全生活科技股份有限公司,,2026-07-31,,
8151341,公司,苏州江天包装科技股份有限公司,,2026-07-31,,
817742,公司,佳沃食品股份有限公司,,2026-07-31,,
8192809,公司,双财庄有限公司,,2026-07-31,,
8192814,公司,奈雪的茶控股有限公司,,2026-07-31,,
8229854,公司,绿茶集团有限公司,,2026-07-31,,
8229856,公司,海伦司国际控股有限公司,,2026-07-31,,
823495,公司,新疆晟源生物科技股份有限公司,,2026-07-31,,
8242741,公司,浙江众鑫环保科技集团股份有限公司,,2026-07-31,,
8253554,公司,十月稻田集团股份有限公司,,2026-07-31,,
8258351,公司,湖南鸣鸣很忙商业连锁股份有限公司,,2026-07-31,,
8263220,公司,卫龙美味全球控股有限公司,,2026-07-31,,
8294852,公司,广东高义包装科技股份有限公司,,2026-07-31,,
8299416,公司,子不语集团有限公司,,2026-07-31,,
8299417,公司,友和集团控股有限公司,,2026-07-31,,
831147,公司,跨境通宝电子商务股份有限公司,,2026-07-31,,
832159,公司,广东生和堂健康食品股份有限公司,,2026-07-31,,
8322017,公司,伟立控股有限公司,,2026-07-31,,
832675,公司,上海小南国控股有限公司,,2026-07-31,,
8351292,公司,英氏控股集团股份有限公司,,2026-07-31,,
838028,公司,青海互助天佑德青稞酒股份有限公司,,2026-07-31,,
841975,公司,云南龙生茶业股份有限公司,,2026-07-31,,
843071,公司,Teamway International Group Holdings Limited,,2026-07-31,,
846185,公司,加加食品集团股份有限公司,,2026-07-31,,
846444,公司,蜡笔小新休闲食品集团有限公司,,2026-07-31,,
850427,公司,衢州东峰新材料集团股份有限公司,,2026-07-31,,
851532,公司,华致酒行连锁管理股份有限公司,,2026-07-31,,
851746,公司,陈克明食品股份有限公司,,2026-07-31,,
857620,公司,龙洲集团股份有限公司,,2026-07-31,,
862150,公司,奥瑞金科技股份有限公司,,2026-07-31,,
862502,公司,广西新迅达科技集团股份公司,,2026-07-31,,
862503,公司,江西煌上煌集团食品股份有限公司,,2026-07-31,,
862571,公司,江苏今世缘酒业股份有限公司,,2026-07-31,,
862783,公司,金鹤农业股份有限公司,,2026-07-31,,
863083,公司,深圳王子新材料股份有限公司,,2026-07-31,,
863085,公司,爱普香料集团股份有限公司,,2026-07-31,,
863094,公司,山东龙大美食股份有限公司,,2026-07-31,,
863109,公司,广州酒家集团股份有限公司,,2026-07-31,,
863115,公司,麦趣尔集团股份有限公司,,2026-07-31,,
863152,公司,上海来伊份股份有限公司,,2026-07-31,,
863341,公司,广东燕塘乳业股份有限公司,,2026-07-31,,
863384,公司,昇兴集团股份有限公司,,2026-07-31,,
874444,公司,利群商业集团股份有限公司,,2026-07-31,,
876381,公司,上海新通联包装股份有限公司,,2026-07-31,,
886086,公司,山东三元生物科技股份有限公司,,2026-07-31,,
886926,公司,河南科迪乳业股份有限公司,,2026-07-31,,
889812,公司,良品铺子股份有限公司,,2026-07-31,,
891131,公司,优雅电子商务(北京)股份有限公司,,2026-07-31,,
901377,公司,天津桂发祥十八街麻花食品股份有限公司,,2026-07-31,,
9419079,公司,贵州南方乳业股份有限公司,,2026-07-31,,
9545870,公司,达势股份有限公司,,2026-07-31,,
9547829,公司,澳亚集团有限公司,,2026-07-31,,
95573541,公司,华润饮料(控股)有限公司,,2026-07-31,,
9770980,公司,中宝新材集团有限公司,,2026-07-31,,
9803784,公司,正味集团控股有限公司,,2026-07-31,,
9825127,公司,特海国际控股有限公司,,2026-07-31,,
9831431,公司,普乐师集团控股有限公司,,2026-07-31,,
9832658,公司,山东天骄生物技术股份有限公司,,2026-07-31,,
99108669,公司,山东唯可鲜食品集团股份有限公司,,2026-07-31,,
9946415,公司,河北华鑫洺源石油储运股份有限公司,,2026-07-31,,
